label,text,char_count,word_count,clean_text,target
ham,yes baby! I need to stretch open your pussy!,44,9,yes baby need stretch open pussy,0
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,156,32,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply,0
ham,Your pussy is perfect!,22,4,pussy perfect,0
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",124,19,ur chance win å£ cash every wk txt action tscs custcare x pwk,1
ham,Yo sorry was in the shower sup,30,7,yo sorry shower sup,0
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",152,26,urgent call landline complimentary ibiza holiday cash await collection sae tc po box sk wp ppm,1
ham,I'm serious. You are in the money base,38,8,im serious money base,0
spam,Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,105,19,ur hmv quiz cashbalance currently å£ maximize ur cashin send hmv pmsg,1
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,131,26,start sending blackberry torch nigeria find buyer melike month tell dad buy bb anyone oh,0
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",135,27,case wake wondering forgot take care something grandma today done parade,0
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,79,16,tonight mate catching sleep new number way,0
spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,159,28,winner specially selected receive å£ cash å£ award speak live operator claim call pm cost p,1
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",99,20,yeah work fine started last week stuff dull easy guy fun,0
ham,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""",137,27,stop wondering wow ever going stop tming tm whenever want mine laugh,0
ham,Haven't left yet so probably gonna be here til dinner,53,10,havent left yet probably gon na til dinner,0
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",164,28,loan purpose å£ å£ homeowner tenant welcome previously refused still help call free text back help,1
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,75,16,yes one woman man please tell like dislike bed,0
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,64,13,boo im way mom shes making tortilla soup yummmm,0
ham,"I want to show you the world, princess :) how about europe?",59,12,want show world princess europe,0
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",92,12,lateso call tomorrow morningtake care sweet dreamsu meummifyingbye,0
ham,Just curious because my cuz asked what I was up to,50,11,curious cuz asked,0
spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",151,28,hottest pic straight phone see getting wet wanting xx text pic txt cost p textoperator g ga xxx,1
ham,Sorry completely forgot * will pop em round this week if your still here?,73,14,sorry completely forgot pop em round week still,0
ham,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,85,19,thk shd ok said plus minus ì leave line paragraph,0
ham,ÌÏ give me some time to walk there.,35,8,ìï give time walk,0
ham,She's fine. Sends her greetings,31,5,shes fine sends greeting,0
ham,And how's your husband.,23,4,hows husband,0
ham,Dont you have message offer,27,5,dont message offer,0
ham,... Are you in the pub?,23,6,pub,0
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,103,17,leaving qatar tonite search opportunityall went fastpls add ur prayer dearrakhesh,0
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,107,23,making easy pay back ltgt yr say pay back earlier get,0
ham,We have all rounder:)so not required:),38,6,rounderso required,0
ham,"Night night, see you tomorrow",29,5,night night see tomorrow,0
ham,Why are u up so early?,22,6,u early,0
ham,Will be office around 4 pm. Now i am going hospital.,52,11,office around pm going hospital,0
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,154,32,get ur st ringtone free reply msg tone gr top tone phone every week å£ per wk opt send stop,1
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,72,12,finish already yar keep saying mushy embarrassed ok,0
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,145,29,dont go tell friend youre sure want live smoke much spend hour begging come smoke,0
ham,if you text on your way to cup stop that should work. And that should be BUS,76,17,text way cup stop work bus,0
ham,* Am on a train back from northampton so i'm afraid not!,56,12,train back northampton im afraid,0
ham,"Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though",94,18,sure thing big man hockey election shouldnû÷t go longer hour though,0
ham,Just taste fish curry :-P,25,5,taste fish curry p,0
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,158,34,im always yahoo messenger send message ill get may send mobile mode sha ill get reply,0
ham,I dont know oh. Hopefully this month.,37,7,dont know oh hopefully month,0
ham,I think asking for a gym is the excuse for lazy people. I jog.,62,14,think asking gym excuse lazy people jog,0
ham,It's ok lar. U sleep early too... Nite...,41,8,ok lar u sleep early nite,0
ham,Okay but i thought you were the expert,38,8,okay thought expert,0
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,77,18,u free sat rite u wan watch infernal affair wif n darren n mayb xy,0
ham,I asked sen to come chennai and search for job.,47,10,asked sen come chennai search job,0
ham,Finish liao... U?,17,3,finish liao u,0
ham,No da. I am happy that we sit together na,41,10,da happy sit together na,0
ham,Unni thank you dear for the recharge..Rakhesh,45,7,unni thank dear rechargerakhesh,0
ham,Wife.how she knew the time of murder exactly,44,8,wifehow knew time murder exactly,0
ham,Friends that u can stay on fb chat with,39,9,friend u stay fb chat,0
ham,"Alright, we're all set here, text the man",41,8,alright set text man,0
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",193,39,dont think dont need going late school night especially one class one missed last wednesday probably failed test friday,0
ham,Yup... From what i remb... I think should be can book... ,57,11,yup remb think book,0
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,134,20,collect valentine weekend paris inc flight hotel å£ prize guaranteed text paris,1
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,100,22,working eye philosophy text u later bit free chat,0
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",130,28,k wen ur free come home also tel vikky hav sent mail also better come evening il free today aftr pm,0
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,134,25,someone u know asked dating service contact cant guess call revealed po box wu,1
ham,Good Morning my Dear........... Have a great &amp; successful day.,66,10,good morning dear great amp successful day,0
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,49,11,bbq sat mine ish ur welcome come,0
ham,Daddy will take good care of you :),35,8,daddy take good care,0
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,68,14,yup izzit still raining heavily co im e mrt cant c outside,0
ham,Lol no. Just trying to make your day a little more interesting,62,12,lol trying make day little interesting,0
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,154,28,buy space invader chance win orig arcade game console press game arcade std wap charge see coukgames term setting purchase,1
ham,"Babe, I'm back ... Come back to me ...",38,9,babe im back come back,0
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,85,5,widelivecomindex wmlid ad firsttrueåác c ringtoneåá,1
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",156,22,u r subscribed textcomp wkly comp st wks free question follows subsequent wks charged pmsg unsubscribe txt stop custcare,1
ham,I always chat with you. In fact i need money can you raise me?,62,14,always chat fact need money raise,0
ham,And he's apparently bffs with carly quick now,45,8,he apparently bffs carly quick,0
ham,Rofl betta invest in some  anti aging products,46,8,rofl betta invest anti aging product,0
ham,Yup i'm elaborating on the safety aspects and some other issues..,65,11,yup im elaborating safety aspect issue,0
ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,109,24,tmr ì brin lar aiya later come n c lar mayb ì neva set properly ì got da help sheet wif ì,0
ham,Sitting ard nothing to do lor. U leh busy w work?,49,11,sitting ard nothing lor u leh busy w work,0
ham,Want to send me a virtual hug?... I need one,44,10,want send virtual hug need one,0
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,81,17,nite nite pocay wocay luv u n e thing eva promise ring u morrowxxxx,0
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",175,31,nt driving even many reason called bbdthts chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru problem,0
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,85,15,greatest test courage earth bear defeat without losing heartgn tc,0
ham,"2 celebrate my båÕday, y else?",30,6,celebrate båõday else,0
ham,Yun buying... But school got offer 2000 plus only...,52,9,yun buying school got offer plus,0
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,89,19,yeah basically time next week get away mom amp get,0
ham,"If e timing can, then i go w u lor...",37,10,e timing go w u lor,0
